taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Phylum,Class,Order,Family,Genus,Species,High Quality,Is Public,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Habitat,Isolation Country,Genome Size  * assembled,Gene Count  * assembled,Genome,...27,Name,Name2,Genome_name,GH_total_abundance,ABC_total_abundance,ABC_GH_ratio
2713896759,Bacteria,Permanent Draft,Stenotrophomonas ginsengisoli Genome sequencing,Stenotrophomonas ginsengisoli DSM 24757,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2713896759,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas ginsengisoli,Yes,No,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,NA,3353931,3127,Stenotrophomonas,NA,ginsengisoli,NA,Stenotrophomonas ginsengisoli,4,4,1
2765235943,Bacteria,Finished,Genome sequencing of Rhizobium sp. 10195,Rhizobium sp. 11515TR,University of Alberta,2765235943,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Rhizobium,s__Rhizobium sp002277895,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Philippines: Los Banos,7070317,6803,Rhizobium,NA,sp.,NA,Rhizobium sp.,16,56,3.5
2516493031,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),"Actinopolyspora mortivallis HS-1, DSM 44261",DOE Joint Genome Institute  (JGI),2516493031,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Actinopolyspora,s__Actinopolyspora mortivallis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Death Valley, CA",4233350,3981,Actinopolyspora,NA,mortivallis,44261,Actinopolyspora mortivallis,14,18,1.2857142857142858
2508501007,Bacteria,Permanent Draft,Magnetospirillum sp. WD,Magnetospirillum sp. WD,Eureka genomics,2508501007,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales,Magnetospirillaceae,g__Magnetospirillum,s__Magnetospirillum sp023458315,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Carbondale, IL",4176095,4123,Magnetospirillum,NA,sp.,NA,Magnetospirillum sp.,6,7,1.1666666666666667
2816332333,Bacteria,Permanent Draft,Lysinibacillus fusiformis M5 Genome sequencing,Lysinibacillus fusiformis M5,Seqomics Ltd,2816332333,p__Bacillota,c__Bacilli,o__Bacillales_A,Planococcaceae,g__Lysinibacillus,s__Lysinibacillus fusiformis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Mexico:Tepoztlan,4879255,4886,Lysinibacillus,NA,fusiformis,NA,Lysinibacillus fusiformis,7,19,2.7142857142857144
8058562817,Bacteria,Finished,Jatrophihabitans telluris N237 genome sequencing,Jatrophihabitans telluris N237,Korean Research Institute of Bioscience and Biotechnology,8058562817,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Jatrophihabitantaceae,g__Jatrophihabitans_A,s__Jatrophihabitans_A telluris,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Jeju,4193897,3931,Jatrophihabitans,NA,telluris,NA,Jatrophihabitans telluris,14,29,2.0714285714285716
643348563,Bacteria,Finished,LGT in Methylobacteria Proposal # 0165-051130,Methylorubrum chloromethanicum CM4,DOE Joint Genome Institute  (JGI),643348563,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Beijerinckiaceae,g__Methylobacterium,s__Methylobacterium extorquens,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,Soil at a petrochemical factory in Tatarstan Russia,6180732,5847,Methylorubrum,NA,chloromethanicum,NA,Methylorubrum chloromethanicum,8,9,1.125
8081878195,Bacteria,Permanent Draft,Sphingomicrobium aestuariivivum KCTC 42286 genome sequencing,Sphingomicrobium aestuariivivum KCTC 42286,Anhui University,8081878195,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Sphingomicrobium,s__Sphingomicrobium aestuariivivum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea,2343849,2410,Sphingomicrobium,NA,aestuariivivum,NA,Sphingomicrobium aestuariivivum,4,3,0.75
646311962,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermobaculum terrenum YNP1, ATCC BAA-798",DOE Joint Genome Institute  (JGI),646311962,p__Chloroflexota,c__Chloroflexia,o__Thermobaculales,Thermobaculaceae,g__Thermobaculum,s__Thermobaculum terrenum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Yellowstone National Park, Wyoming, USA",3101581,2933,Thermobaculum,NA,terrenum,BAA-798,Thermobaculum terrenum,16,21,1.3125
2786546892,Bacteria,Permanent Draft,Fimbriiglobus ruber SP5 genome sequencing,Fimbriiglobus ruber SP5,"Institute of Bioengineering, Research Center of Biotechnology of RAS",2786546892,p__Planctomycetota,c__Planctomycetia,o__Gemmatales,Gemmataceae,g__Fimbriiglobus,s__Fimbriiglobus ruber,Yes,No,Yes,Yes,Environmental,Terrestrial,Peat,Soil,Bog,"Russia: peat bog Obukhovskoye, Yaroslavl region",12363577,10571,Fimbriiglobus,NA,ruber,NA,Fimbriiglobus ruber,5,5,1
2767802125,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces sp. NRRL S-244,"University of Illinois, Urbana-Champaign",2767802125,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp000717915,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,7091121,6373,Streptomyces,NA,sp.,NA,Streptomyces sp.,15,40,2.6666666666666665
2547132184,Bacteria,Permanent Draft,"Carbon, nitrogen and iron cycling in paddy field",Calidifontibacillus oryziterrae ZYK,Beijing Genomics Institute (BGI),2547132184,p__Bacillota,c__Bacilli,o__Bacillales_C,Bacillaceae_J,g__Calidifontibacillus_A,s__Calidifontibacillus_A oryziterrae,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Agricultural land,China: Yunnan,3575103,3471,Calidifontibacillus,NA,oryziterrae,NA,Calidifontibacillus oryziterrae,6,8,1.3333333333333333
2775507083,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces flavotricini NRRL B-5419,"University of Illinois, Urbana-Champaign",2775507083,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp001941845,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,6609319,6924,Streptomyces,NA,flavotricini,NA,Streptomyces flavotricini,13,32,2.4615384615384617
2643221708,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Arthrobacter sp. Soil763,ETH Zurich,2643221708,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp001428365,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany:Cologne,3540433,3308,Arthrobacter,NA,sp.,NA,Arthrobacter sp.,7,25,3.5714285714285716
2811995326,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces anulatus NRRL B-2873,"University of Illinois, Urbana-Champaign",2811995326,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces anulatus_C,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,8377370,7727,Streptomyces,NA,anulatus,NA,Streptomyces anulatus,15,47,3.1333333333333333
2511231181,Bacteria,Finished,Amycolatopsis mediterranei S699,"Amycolatopsis mediterranei S699, ATCC 13685",University of Delhi,2511231181,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis mediterranei,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,10236779,9639,Amycolatopsis,NA,mediterranei,13685,Amycolatopsis mediterranei,32,45,1.40625
2643221845,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Arthrobacter sp. Soil764,ETH Zurich,2643221845,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp001428075,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany:Cologne,4346402,4076,Arthrobacter,NA,sp.,NA,Arthrobacter sp.,12,30,2.5
2767802036,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces sp. XY511,"University of Illinois, Urbana-Champaign",2767802036,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces virginiae,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Illinois, Urbana",7994214,7343,Streptomyces,NA,sp.,NA,Streptomyces sp.,15,35,2.3333333333333335
651324105,Bacteria,Permanent Draft,Streptomyces clavuligerus ATCC 27064,Streptomyces clavuligerus ATCC 27064,Korea Research Institute of Bioscience and Biotechnology,651324105,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces clavuligerus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,9134976,7680,Streptomyces,NA,clavuligerus,NA,Streptomyces clavuligerus,15,36,2.4
2816332322,Bacteria,Finished,Rhodococcus sp. 1159,Rhodococcus erythropolis 1159,Macrogen,2816332322,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Rhodococcus_F,s__Rhodococcus_F erythropolis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,7085653,6779,Rhodococcus,NA,erythropolis,NA,Rhodococcus erythropolis,9,21,2.3333333333333335
2523533615,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Flavobacterium daejeonense DSM 17708,DOE Joint Genome Institute  (JGI),2523533615,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium daejeonense,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Daejeon,4244138,3711,Flavobacterium,NA,daejeonense,NA,Flavobacterium daejeonense,20,8,0.4
8068083692,Bacteria,Permanent Draft,The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project,Nocardiopsis terrae KCTC 19431,WFCC-MIRCEN World Data Centre for Microoganisms(WDCM),8068083692,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Nocardiopsis,s__Nocardiopsis terrae,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,6005868,5310,Nocardiopsis,NA,terrae,NA,Nocardiopsis terrae,18,40,2.2222222222222223
8022575412,Bacteria,Permanent Draft,Cold adapted Bacilli isolated from Tibetan plateau Genome sequencing,Bacillus sp. MZGC1,"Nord Reet UG, Greifswald, Germany",8022575412,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus sp002998085,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Tibet,3804143,4132,Bacillus,NA,sp.,NA,Bacillus sp.,17,55,3.235294117647059
2744055066,Bacteria,Permanent Draft,Draft Genomes of Chromium Resistant Microbes,Bacillus sp. B6W,Cincinnati Childrens Hospital Medical Center,2744055066,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Seymore, IN",5243100,5394,Bacillus,NA,sp.,NA,Bacillus sp.,8,33,4.125
2767802092,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces californicus NRRL 2423,"University of Illinois, Urbana-Champaign",2767802092,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces californicus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Florida,7888591,6850,Streptomyces,NA,californicus,NA,Streptomyces californicus,14,41,2.9285714285714284
2906787369,Bacteria,Permanent Draft,Microbacterium environmental isolates Raw sequence reads,Microbacterium sp. K5D,Central Michigan University,2906787369,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Microbacterium,s__Microbacterium maritypicum_A,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Seymore, IN",3806338,3776,Microbacterium,NA,sp.,NA,Microbacterium sp.,7,41,5.857142857142857
2866086645,Bacteria,Permanent Draft,Spongiactinospora gelatinilytica 7K107 Genome sequencing,Spongiactinospora gelatinilytica 7K107,Ondokuz Mayis University,2866086645,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Spongiactinospora,s__Spongiactinospora gelatinilytica,Yes,No,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Desert,Turkmenistan:Karakum,8049107,8491,Spongiactinospora,NA,gelatinilytica,NA,Spongiactinospora gelatinilytica,13,29,2.230769230769231
2911828611,Bacteria,Finished,Genome Sequencing of Mucilaginibacter sp. G2-14,Mucilaginibacter sp. G2-14,Korea Research Institute of Bioscience and Biotechnology,2911828611,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter mali,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Chungju-si,6044097,5326,Mucilaginibacter,NA,sp.,NA,Mucilaginibacter sp.,22,12,0.5454545454545454
2579778767,Bacteria,Permanent Draft,Sphingobium baderi LL03 Genome sequencing,Sphingobium baderi LL03,University of Delhi,2579778767,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Sphingobium,s__Sphingobium wenxiniae,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Spolana Neratovice, Czech Republic",4848286,4875,Sphingobium,NA,baderi,NA,Sphingobium baderi,7,4,0.5714285714285714
2856791249,Bacteria,Permanent Draft,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,Saccharothrix sp. CB00851,The Scripps Research Institute,2856791249,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Actinosynnema,s__Actinosynnema sp001905065,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,9304003,8666,Saccharothrix,NA,sp.,NA,Saccharothrix sp.,29,41,1.4137931034482758
2814123115,Bacteria,Finished,Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project,Lelliottia amnigena FDAARGOS_395,"Institute for Genome Sciences, University of Maryland School of Medicine, U.S. Food and Drug Administration (FDA)",2814123115,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4469608,4326,Lelliottia,NA,amnigena,NA,Lelliottia amnigena,12,83,6.916666666666667
2551306479,Bacteria,Permanent Draft,Dyella japonica A8,Dyella japonica A8,University of Malaya,2551306479,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,Rhodanobacteraceae,g__Dyella,s__Dyella japonica_C,Yes,No,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,Malaysia: Rimba Ilmu,4769238,4212,Dyella,NA,japonica,NA,Dyella japonica,15,12,0.8
2920216876,Bacteria,Permanent Draft,Genome Sequencing of Caenimonas soli S4,Caenimonas soli S4,Kyonggi University,2920216876,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Ramlibacter,s__Ramlibacter soli,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Wonju,5637765,5645,Caenimonas,NA,soli,NA,Caenimonas soli,9,12,1.3333333333333333
2547132230,Bacteria,Permanent Draft,Bacillus atropheus genome sequencing -Transformational Medical Technologies Program- US Army,Bacillus atrophaeus globigii ATCC 49822-2,U.S. Army Edgewood Chemical Biological Center,2547132230,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus atrophaeus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4128020,4217,Bacillus,NA,atrophaeus,49822-2,Bacillus atrophaeus,13,47,3.6153846153846154
2517572151,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Paenibacillus terrigena DSM 21567,DOE Joint Genome Institute  (JGI),2517572151,p__Bacillota,c__Bacilli,o__Paenibacillales,Paenibacillaceae,g__Paenibacillus_K,s__Paenibacillus_K terrigena,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Chiba, Japan",6363444,5933,Paenibacillus,NA,terrigena,NA,Paenibacillus terrigena,17,38,2.235294117647059
2516653075,Bacteria,Permanent Draft,Whole Genome Sequencing of Methanotrophic Bacteria from Diverse Environments,Methylotuvimicrobium buryatense 5G,DOE Joint Genome Institute  (JGI),2516653075,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,Methylomonadaceae,g__Methylotuvimicrobium,s__Methylotuvimicrobium buryatense,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,5067278,4530,Methylotuvimicrobium,NA,buryatense,NA,Methylotuvimicrobium buryatense,3,2,0.6666666666666666
8079908597,Bacteria,Finished,Whole-genome sequencing of Parageobacillus strains isolated in Japan,Parageobacillus caldoxylosilyticus KH1-5,National Institute of Advanced Industrial Science and Technology (AIST),8079908597,p__Bacillota,c__Bacilli,o__Bacillales,Anoxybacillaceae,g__Saccharococcus,s__Saccharococcus caldoxylosilyticus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Japan,3850765,4078,Parageobacillus,NA,caldoxylosilyticus,NA,Parageobacillus caldoxylosilyticus,14,46,3.2857142857142856
2846535271,Bacteria,Permanent Draft,Photorhabdus Genome sequencing and assembly,Photorhabdus sp. S8-52,University of Berne,2846535271,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Enterobacteriaceae,g__Photorhabdus,s__Photorhabdus kayaii,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA,5320079,5189,Photorhabdus,NA,sp.,NA,Photorhabdus sp.,10,39,3.9
2858217553,Bacteria,Draft,Draft Genome Sequences of Strains Representing Each of the Elizabethkingia Genomospecies Previously Determined by DNA-DNA Hybridization,Elizabethkingia ursingii G4122,"Centers for Disease Control and Prevention (CDC), USA",2858217553,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Weeksellaceae,g__Elizabethkingia,s__Elizabethkingia ursingii,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Odense, Denmark",4339697,4113,Elizabethkingia,NA,ursingii,NA,Elizabethkingia ursingii,14,7,0.5
2643221844,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Tetrasphaera sp. Soil756,ETH Zurich,2643221844,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Dermatophilaceae,g__Phycicoccus,s__Phycicoccus sp001428065,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany:Cologne,3470999,3294,Tetrasphaera,NA,sp.,NA,Tetrasphaera sp.,7,28,4
2765236013,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Kitasatospora aureofaciens NRRL B-3447,"University of Illinois, Urbana-Champaign",2765236013,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Kitasatospora,s__Kitasatospora aureofaciens,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Italy: caverns of Caudano, Piedmont",7352551,6613,Kitasatospora,NA,aureofaciens,NA,Kitasatospora aureofaciens,16,35,2.1875
644736345,Bacteria,Finished,Corynebacterium efficiens YS-314,"Corynebacterium efficiens YS-314, DSM 44549","Ajinomoto Co., Inc, National Institute of Technology and Evaluation",644736345,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium efficiens,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Soils at Kanagawa, Japan in the late 1980s",3219505,3064,Corynebacterium,NA,efficiens,44549,Corynebacterium efficiens,3,16,5.333333333333333
2896034532,Bacteria,Permanent Draft,Genome sequencing of Massilia arenosa MC02,Massilia arenosa MC02,South Dakota State University,2896034532,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Telluria,s__Telluria arenosa,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA,5023356,4836,Massilia,NA,arenosa,NA,Massilia arenosa,13,18,1.3846153846153846
2922548334,Bacteria,Permanent Draft,Rhodococcus sp. ENV425 genome sequencing,Rhodococcus sp. ENV425,Indiana University Kokomo,2922548334,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Rhodococcus,s__Rhodococcus aetherivorans,Yes,NA,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,USA,6208727,6124,Rhodococcus,NA,sp.,NA,Rhodococcus sp.,10,12,1.2
2512564069,Bacteria,Finished,Deinococcus gobiensis I-0,"Deinococcus gobiensis I-0, DSM 21396",Chinese Academy of Agricultural Sciences,2512564069,p__Deinococcota,c__Deinococci,o__Deinococcales,Deinococcaceae,g__Deinococcus,s__Deinococcus gobiensis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Desert,"Gobi Desert, Xinjiang Province, China",4406036,4441,Deinococcus,NA,gobiensis,21396,Deinococcus gobiensis,12,31,2.5833333333333335
2551306544,Bacteria,Permanent Draft,Mycobacterium sp. VKM Ac-1817D,Mycobacterium sp. VKM Ac-1817D,Center of Innovations and Technologies,2551306544,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium fortuitum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,6362678,6346,Mycobacterium,NA,sp.,NA,Mycobacterium sp.,11,12,1.0909090909090908
2808606935,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces violaceoruber NRRL S-12,"University of Illinois, Urbana-Champaign",2808606935,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces violaceoruber,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,8466001,7684,Streptomyces,NA,violaceoruber,NA,Streptomyces violaceoruber,26,53,2.0384615384615383
2775507142,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces sp. NRRL S-481,"University of Illinois, Urbana-Champaign",2775507142,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp000717875,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Wisconsin,7943598,8201,Streptomyces,NA,sp.,NA,Streptomyces sp.,26,51,1.9615384615384615
2681813434,Bacteria,Permanent Draft,Genome sequencing of Clostridium botulinum strains and closely related bacteria - Northern Arizona University,Clostridium botulinum SU0801,Northern Arizona University,2681813434,p__Bacillota,c__Clostridia,o__Clostridiales,Clostridiaceae,g__Clostridium_F,s__Clostridium_F botulinum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4186818,4108,Clostridium,NA,botulinum,NA,Clostridium botulinum,7,41,5.857142857142857
2515154121,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Caldibacillus debilis DSM 16016,DOE Joint Genome Institute  (JGI),2515154121,p__Bacillota,c__Bacilli,o__Bacillales_B,Caldibacillaceae,g__Caldibacillus,s__Caldibacillus debilis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Northern Ireland,3061272,2896,Caldibacillus,NA,debilis,NA,Caldibacillus debilis,10,43,4.3
2515154015,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Actinomycetospora chiangmaiensis DSM 45062,DOE Joint Genome Institute  (JGI),2515154015,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Actinomycetospora,s__Actinomycetospora chiangmaiensis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Chiang Mai, Thailand",5861079,5756,Actinomycetospora,NA,chiangmaiensis,NA,Actinomycetospora chiangmaiensis,10,16,1.6
2772190753,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces chattanoogensis NRRL ISP-5002,"University of Illinois, Urbana-Champaign",2772190753,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces chattanoogensis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Tennessee,9084166,8211,Streptomyces,NA,chattanoogensis,NA,Streptomyces chattanoogensis,14,39,2.7857142857142856
2515154077,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project","Asticcacaulis benevestitus DSM 16100, ATCC BAA-896",DOE Joint Genome Institute  (JGI),2515154077,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,Caulobacteraceae,g__Asticcacaulis,s__Asticcacaulis benevestitus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Northeast of Vorkuta, Russia",4987073,4633,Asticcacaulis,NA,benevestitus,ATCC,Asticcacaulis benevestitus,22,15,0.6818181818181818
2522572162,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Flavobacterium soli DSM 19725,DOE Joint Genome Institute  (JGI),2522572162,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium soli,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Dokdo, Korea",4002854,3655,Flavobacterium,NA,soli,NA,Flavobacterium soli,14,4,0.2857142857142857
